MSZoning,LotArea,LotShape,Utilities,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,Heating,CentralAir,Electrical,1stFlrSF,2ndFlrSF,Functional,GarageType,GarageArea,PavedDrive,YrSold,SaleType,SaleCondition,SalePrice
RL,13286,IR1,AllPub,1Fam,1Story,9,5,2007,GasA,Y,SBrkr,1698,0,Typ,Attchd,768,Y,2009,WD,Normal,320000
RL,6960,Reg,AllPub,1Fam,1Story,4,6,1970,GasA,Y,SBrkr,864,0,Typ,Detchd,660,Y,2009,WD,Normal,120500
RL,21695,IR1,AllPub,1Fam,1Story,6,9,1988,GasA,Y,SBrkr,1680,0,Typ,Attchd,540,Y,2009,WD,Normal,222000
RL,7314,Reg,AllPub,1Fam,1Story,7,5,2007,GasA,Y,SBrkr,1232,0,Typ,Attchd,632,Y,2009,WD,Normal,194500
RL,11475,Reg,AllPub,Duplex,1Story,5,5,1958,GasA,Y,SBrkr,1776,0,Typ,Detchd,888,Y,2009,COD,Abnorml,110000
RM,6240,Reg,AllPub,1Fam,1.5Fin,4,5,1925,GasA,Y,FuseA,848,0,Typ,Detchd,539,Y,2009,WD,Normal,103000
RL,5389,IR1,AllPub,TwnhsE,1Story,8,5,1995,GasA,Y,SBrkr,1616,0,Typ,Attchd,608,Y,2010,WD,Normal,236500
RL,9590,IR1,AllPub,1Fam,SLvl,7,5,2003,GasA,Y,SBrkr,1146,0,Typ,Attchd,438,Y,2007,WD,Normal,187500
RL,11404,IR1,AllPub,1Fam,2Story,7,5,1998,GasA,Y,SBrkr,1153,878,Typ,Attchd,541,Y,2008,WD,Normal,222500
RL,10000,Reg,AllPub,1Fam,1Story,5,6,1961,GasA,Y,SBrkr,1144,0,Typ,Attchd,264,Y,2009,WD,Normal,131400
RL,8978,IR1,AllPub,1Fam,1Story,5,5,1968,GasA,Y,SBrkr,948,0,Typ,Attchd,300,Y,2007,WD,Family,108000
RM,10800,Reg,AllPub,1Fam,2.5Unf,7,7,1914,GasW,N,SBrkr,880,888,Typ,Detchd,320,N,2006,WD,Normal,163000
RL,8544,Reg,AllPub,Duplex,1Story,3,4,1950,GasA,N,FuseF,1040,0,Typ,Detchd,400,Y,2006,WD,Normal,93500
RL,10463,IR1,AllPub,1Fam,2Story,8,5,2005,GasA,Y,SBrkr,901,900,Typ,Attchd,800,Y,2006,WD,Normal,239900
RL,10800,Reg,AllPub,Duplex,1Story,5,5,1987,GasA,Y,SBrkr,1200,0,Typ,NA,0,Y,2009,WD,Alloca,179000
RL,9313,IR1,AllPub,1Fam,2Story,7,5,2004,GasA,Y,SBrkr,864,864,Typ,Attchd,572,Y,2009,WD,Normal,190000
RM,9600,Reg,AllPub,1Fam,2Story,5,7,1910,GasA,Y,SBrkr,768,664,Typ,Detchd,360,Y,2007,WD,Abnorml,132000
RL,6768,IR1,AllPub,1Fam,1Story,6,8,1961,GasA,Y,SBrkr,912,0,Typ,Detchd,288,Y,2008,WD,Normal,142000
RL,8450,Reg,AllPub,1Fam,1Story,7,5,2000,GasA,Y,SBrkr,1349,0,Typ,Attchd,539,Y,2007,WD,Normal,179000
RL,12886,IR1,AllPub,1Fam,SLvl,5,6,1963,GasA,Y,SBrkr,1464,0,Min2,Attchd,480,Y,2009,WD,Normal,175000
RL,5395,IR1,AllPub,TwnhsE,1Story,8,5,1993,GasA,Y,SBrkr,1337,0,Typ,Attchd,462,Y,2008,WD,Normal,180000
RL,8963,IR1,AllPub,1Fam,2Story,8,9,1976,GasA,Y,SBrkr,1175,1540,Typ,BuiltIn,831,Y,2008,WD,Normal,299800
RL,8795,IR1,AllPub,1Fam,2Story,7,5,2000,GasA,Y,SBrkr,980,1276,Typ,BuiltIn,554,Y,2009,WD,Normal,236000
RM,11700,IR1,AllPub,1Fam,2Story,7,7,1880,GasW,N,SBrkr,1320,1320,Typ,Detchd,864,N,2009,WD,Normal,265979
RL,10593,IR1,AllPub,1Fam,1Story,7,5,1996,GasA,Y,SBrkr,1720,0,Typ,Attchd,527,Y,2010,WD,Normal,260400
RL,8405,Reg,AllPub,1Fam,1.5Fin,4,3,1945,Wall,N,FuseF,1088,441,Mod,Detchd,240,N,2009,WD,Normal,98000
RM,8800,Reg,AllPub,1Fam,1.5Fin,4,7,1910,GasA,Y,SBrkr,792,348,Min2,NA,0,N,2010,WD,Normal,96500
RL,7750,Reg,AllPub,1Fam,2Story,7,5,2003,GasA,Y,SBrkr,660,660,Typ,Attchd,400,Y,2007,WD,Normal,162000
RL,9236,IR1,AllPub,1Fam,1Story,6,5,1997,GasA,Y,SBrkr,1494,0,Typ,Attchd,576,Y,2006,WD,Normal,217000
RL,10240,Reg,AllPub,1Fam,2Story,8,5,2005,GasA,Y,SBrkr,1038,1060,Typ,Attchd,878,Y,2006,WD,Normal,275500
RL,7930,Reg,AllPub,1Fam,1Story,6,8,1969,GasA,Y,SBrkr,1026,0,Typ,Detchd,440,Y,2009,WD,Normal,156000
FV,3230,Reg,AllPub,TwnhsE,2Story,6,5,1999,GasA,Y,SBrkr,742,729,Typ,Detchd,440,Y,2009,WD,Normal,172500
RL,10769,IR1,AllPub,1Fam,2Story,8,5,2007,GasA,Y,SBrkr,866,902,Typ,Attchd,578,Y,2009,WD,Normal,212000
RL,11616,IR1,AllPub,1Fam,2Story,6,5,1978,GasA,Y,SBrkr,672,714,Typ,Attchd,440,Y,2010,WD,Abnorml,158900
FV,2280,Reg,AllPub,Twnhs,2Story,7,5,1999,GasA,Y,SBrkr,757,744,Typ,Detchd,440,Y,2008,WD,Normal,179400
RL,12257,IR1,AllPub,1Fam,2Story,8,5,1995,GasA,Y,SBrkr,1328,1203,Typ,Attchd,752,Y,2007,WD,Normal,290000
RL,9100,Reg,AllPub,1Fam,1Story,6,6,1959,GasA,Y,SBrkr,864,0,Typ,Detchd,300,Y,2009,WD,Normal,127500
RM,6911,Reg,AllPub,1Fam,1Story,5,5,1924,GasA,Y,SBrkr,1301,0,Min1,Detchd,440,Y,2009,WD,Normal,100000
FV,8640,Reg,AllPub,1Fam,2Story,7,5,2009,GasA,Y,SBrkr,764,783,Typ,Attchd,614,Y,2010,Con,Normal,215200
RL,9430,Reg,AllPub,1Fam,2Story,8,5,1999,GasA,Y,SBrkr,1268,1097,Typ,Attchd,856,Y,2009,WD,Normal,337000
RL,9549,IR1,AllPub,TwnhsE,1Story,8,5,1995,GasA,Y,SBrkr,1494,0,Typ,Attchd,481,Y,2006,WD,Normal,270000
RL,14587,IR1,AllPub,1Fam,1Story,9,5,2008,GasA,Y,SBrkr,1506,0,Typ,Attchd,592,Y,2008,New,Partial,264132
RL,10421,Reg,AllPub,1Fam,2Story,7,5,1988,GasA,Y,SBrkr,980,734,Typ,Attchd,496,Y,2010,WD,Normal,196500
RL,12508,IR1,AllPub,1Fam,1.5Fin,6,7,1940,GasA,Y,SBrkr,983,767,Mod,Attchd,423,Y,2008,WD,Normal,160000
RL,9100,Reg,AllPub,1Fam,1Story,7,5,2004,GasA,Y,SBrkr,1836,0,Typ,Attchd,484,Y,2006,WD,Normal,216837
RL,53504,IR2,AllPub,1Fam,2Story,8,5,2003,GasA,Y,SBrkr,1690,1589,Mod,BuiltIn,841,Y,2010,WD,Normal,538000
RL,7252,IR1,AllPub,1Fam,SFoyer,5,5,1982,GasA,Y,SBrkr,858,0,Typ,Detchd,576,Y,2009,WD,Normal,134900
RL,8877,Reg,AllPub,1Fam,1Story,4,5,1951,GasA,Y,FuseF,1220,0,Typ,Detchd,396,Y,2006,COD,Normal,102000
RL,7819,Reg,AllPub,1Fam,SLvl,6,5,1976,GasA,Y,SBrkr,1117,0,Typ,Detchd,672,Y,2010,WD,Abnorml,107000
RL,10150,Reg,AllPub,1Fam,1Story,5,5,1958,GasA,Y,FuseA,912,0,Typ,Attchd,275,Y,2007,COD,Normal,114500
RL,14226,Reg,AllPub,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,1973,0,Typ,Attchd,895,Y,2007,New,Partial,395000
RM,4500,Reg,AllPub,TwnhsE,1Story,6,5,1998,GasA,Y,SBrkr,1204,0,Typ,Attchd,412,Y,2009,WD,Normal,162000
RL,11210,IR1,AllPub,1Fam,1Story,7,5,2005,GasA,Y,SBrkr,1614,0,Typ,Attchd,865,Y,2006,New,Partial,221500
RL,13350,IR1,AllPub,1Fam,1Story,5,5,1974,GasA,Y,SBrkr,894,0,Typ,Attchd,440,Y,2006,WD,Normal,142500
RH,8400,Reg,AllPub,Duplex,1Story,5,5,1977,GasA,Y,SBrkr,2020,0,Typ,Detchd,630,Y,2007,WD,Normal,144000
RL,10530,Reg,AllPub,Duplex,SFoyer,6,5,1977,GasA,Y,SBrkr,1004,0,Typ,Attchd,504,Y,2006,WD,Normal,135000
RL,7875,Reg,AllPub,1Fam,1Story,7,5,1995,GasA,Y,SBrkr,1253,0,Typ,Attchd,402,Y,2007,WD,Normal,176000
RL,7153,Reg,AllPub,1Fam,2Story,6,5,1992,GasA,Y,SBrkr,810,793,Typ,Attchd,484,Y,2006,WD,Normal,175900
RL,16285,IR2,AllPub,1Fam,1Story,7,5,2001,GasA,Y,SBrkr,1430,0,Typ,Attchd,605,Y,2009,WD,Normal,187100
RL,9101,IR1,AllPub,1Fam,SFoyer,5,6,1978,GasA,Y,SBrkr,1110,0,Typ,Attchd,602,Y,2009,WD,Normal,165500
RM,6300,Reg,AllPub,1Fam,2.5Unf,6,6,1914,GasA,Y,SBrkr,742,742,Typ,NA,0,Y,2008,WD,Normal,128000
RL,9790,Reg,AllPub,1Fam,1Story,6,5,1967,GasA,Y,SBrkr,1342,0,Typ,Attchd,457,Y,2009,WD,Normal,161500
RM,10800,Reg,AllPub,1Fam,1.5Fin,5,6,1915,GasA,Y,SBrkr,966,686,Typ,Detchd,416,Y,2010,WD,Normal,139000
RL,10142,IR1,AllPub,1Fam,2Story,7,5,2004,GasA,Y,SBrkr,956,1128,Typ,BuiltIn,618,Y,2010,WD,Normal,233000
RM,6000,Reg,AllPub,1Fam,1Story,4,7,1954,GasA,Y,SBrkr,901,0,Typ,Detchd,281,Y,2008,WD,Normal,107900
RL,12205,IR1,AllPub,1Fam,2Story,6,8,1966,GasA,Y,SBrkr,976,1111,Typ,Attchd,444,Y,2007,WD,Normal,187500
RL,3182,Reg,AllPub,TwnhsE,1Story,7,5,2005,GasA,Y,SBrkr,1145,0,Typ,Attchd,397,Y,2009,WD,Normal,160200
RL,11333,IR1,AllPub,1Fam,SLvl,6,5,1976,GasA,Y,SBrkr,1062,0,Typ,Attchd,539,Y,2007,WD,Normal,146800
RL,9920,IR1,AllPub,1Fam,2Story,7,5,1996,GasA,Y,SBrkr,1127,886,Typ,Attchd,455,Y,2007,WD,Normal,269790
RL,9158,Reg,AllPub,1Fam,1Story,8,5,2007,GasA,Y,SBrkr,1496,0,Typ,Attchd,474,Y,2007,New,Partial,225000
RL,10832,IR1,AllPub,1Fam,2Story,7,5,1994,GasA,Y,SBrkr,1086,809,Typ,Attchd,409,Y,2008,WD,Normal,194500
RL,8400,Reg,AllPub,1Fam,2Story,6,6,1980,GasA,Y,SBrkr,888,676,Typ,Attchd,476,Y,2010,WD,Normal,171000
RL,8197,Reg,AllPub,1Fam,1Story,6,5,1977,GasA,Y,SBrkr,1285,0,Typ,Attchd,528,Y,2007,WD,Normal,143500
RL,7677,Reg,AllPub,1Fam,1Story,5,5,1953,GasA,Y,SBrkr,773,0,Typ,Attchd,240,Y,2008,WD,Abnorml,110000
RL,13518,Reg,AllPub,1Fam,2Story,9,5,2008,GasA,Y,SBrkr,1966,1174,Typ,BuiltIn,820,Y,2009,New,Partial,485000
RL,7200,Reg,AllPub,1Fam,1.5Fin,5,7,1937,GasA,Y,SBrkr,981,787,Typ,Detchd,240,Y,2007,WD,Normal,175000
RL,12798,IR1,AllPub,1Fam,2Story,6,5,1997,GasA,Y,SBrkr,616,1072,Typ,Attchd,603,Y,2008,WD,Normal,200000
RM,4800,Reg,AllPub,1Fam,1Story,4,7,1916,GasA,Y,FuseA,1196,0,Typ,Detchd,440,Y,2007,WD,Normal,109900
RL,8199,Reg,AllPub,1Fam,2Story,7,5,2005,GasA,Y,SBrkr,728,728,Typ,Attchd,410,Y,2008,WD,Normal,189000
RL,13891,Reg,AllPub,1Fam,2Story,9,5,2008,GasA,Y,SBrkr,1734,1088,Typ,BuiltIn,1020,Y,2009,New,Partial,582933
RL,9000,Reg,AllPub,1Fam,1Story,5,5,1954,GasA,Y,SBrkr,1128,0,Min1,Attchd,286,Y,2006,WD,Family,118000
RL,12274,IR1,AllPub,1Fam,1Story,7,5,2008,GasA,Y,SBrkr,1428,0,Typ,Attchd,554,Y,2008,New,Partial,227680
RL,9750,Reg,AllPub,1Fam,SLvl,5,5,1967,GasA,Y,SBrkr,980,0,Typ,Attchd,384,Y,2006,WD,Normal,135500
RL,21384,Reg,AllPub,1Fam,2Story,5,6,1923,GasA,Y,SBrkr,1072,504,Typ,Attchd,528,Y,2009,WD,Normal,223500
RL,13400,Reg,AllPub,1Fam,SLvl,5,5,1966,GasA,Y,SBrkr,1086,0,Typ,Attchd,484,Y,2006,WD,Normal,159950
RM,8100,Reg,AllPub,1Fam,2.5Unf,5,5,1898,GasA,N,FuseA,1075,1063,Typ,Detchd,360,N,2009,WD,Normal,106000
RL,10140,Reg,AllPub,1Fam,1Story,6,6,1974,GasA,Y,SBrkr,1309,0,Typ,Attchd,484,Y,2006,WD,Normal,181000
RM,4438,Reg,AllPub,TwnhsE,1Story,6,5,2004,GasA,Y,SBrkr,848,0,Typ,Attchd,420,Y,2008,ConLD,Normal,144500
C (all),8712,Reg,AllPub,1Fam,1Story,5,5,1952,GasA,N,FuseA,1044,0,Typ,Basment,504,N,2010,WD,Alloca,55993
RL,9750,Reg,AllPub,1Fam,1Story,6,6,1958,GasA,Y,SBrkr,1442,0,Typ,Attchd,301,Y,2007,COD,Normal,157900
RL,8248,Reg,AllPub,1Fam,1.5Fin,5,7,1918,GasW,Y,SBrkr,686,564,Typ,Detchd,280,P,2006,WD,Normal,116000
RL,12137,IR2,AllPub,1Fam,1Story,7,5,1998,GasA,Y,SBrkr,1661,0,Typ,Attchd,598,Y,2010,WD,Normal,224900
RL,11425,IR1,AllPub,1Fam,1Story,5,6,1954,GasA,Y,SBrkr,1008,0,Typ,Attchd,275,Y,2006,WD,Normal,137000
RL,13265,IR1,AllPub,1Fam,1Story,8,5,2002,GasA,Y,SBrkr,1689,0,Typ,Attchd,857,Y,2008,WD,Normal,271000
RL,8816,Reg,AllPub,1Fam,SLvl,6,7,1971,GasA,Y,SBrkr,1052,0,Typ,Attchd,440,Y,2010,WD,Normal,155000
RL,6371,IR1,AllPub,TwnhsE,1Story,7,5,2009,GasA,Y,SBrkr,1358,0,Typ,Attchd,484,Y,2010,New,Partial,224000
RL,7226,IR1,AllPub,1Fam,2Story,7,5,2003,GasA,Y,SBrkr,798,842,Typ,Attchd,595,Y,2008,WD,Normal,183000
RM,6000,Reg,AllPub,2fmCon,1Story,4,4,1953,GasA,N,SBrkr,936,0,Min2,Detchd,576,Y,2009,WD,Normal,93000
RL,12394,IR1,AllPub,1Fam,2Story,7,5,2003,GasA,Y,SBrkr,847,886,Typ,BuiltIn,433,Y,2007,WD,Family,225000
RL,9900,Reg,AllPub,1Fam,1.5Fin,6,7,1940,GasA,Y,SBrkr,944,545,Typ,Detchd,240,Y,2009,WD,Normal,139500
FV,11216,Reg,AllPub,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,1489,0,Typ,Attchd,776,Y,2006,New,Partial,232600
RL,14803,Reg,AllPub,1Fam,1Story,10,5,2007,GasA,Y,SBrkr,2084,0,Typ,Attchd,1220,Y,2008,New,Partial,385000
RM,6130,Reg,AllPub,1Fam,1.5Unf,5,6,1924,GasA,Y,SBrkr,784,0,Typ,NA,0,Y,2008,WD,Normal,109500
RL,8529,IR1,AllPub,1Fam,1Story,7,5,2001,GasA,Y,SBrkr,1434,0,Typ,Attchd,527,Y,2009,WD,Normal,189000
RL,28698,IR2,AllPub,1Fam,2Story,5,5,1967,GasA,Y,SBrkr,1160,966,Min2,Attchd,538,Y,2009,WD,Abnorml,185000
FV,2544,Reg,AllPub,Twnhs,2Story,7,5,2005,GasA,Y,SBrkr,520,623,Typ,Detchd,480,Y,2006,WD,Normal,147400
RL,11900,IR1,AllPub,1Fam,1Story,6,5,1957,GasA,Y,FuseA,1392,0,Typ,Attchd,458,Y,2008,WD,Normal,166000
FV,3180,Reg,AllPub,TwnhsE,2Story,7,5,2005,GasA,Y,SBrkr,520,600,Typ,Detchd,480,Y,2006,WD,Normal,151000
RL,9548,IR1,AllPub,1Fam,2Story,7,6,2003,GasA,Y,SBrkr,941,888,Typ,Attchd,613,Y,2010,WD,Normal,237000
RL,10004,Reg,AllPub,1Fam,1Story,6,6,1964,GasA,Y,SBrkr,1516,0,Typ,Attchd,472,Y,2009,WD,Normal,167000
RL,7875,Reg,AllPub,1Fam,1Story,5,6,1961,GasA,Y,SBrkr,1144,0,Typ,Attchd,456,Y,2008,WD,Normal,139950
RL,9600,Reg,AllPub,1Fam,1Story,4,7,1950,GasA,Y,SBrkr,1067,0,Min2,Attchd,436,Y,2010,WD,Normal,128000
RM,8100,Reg,AllPub,1Fam,1Story,5,6,1948,GasA,Y,SBrkr,1559,0,Min2,Detchd,812,Y,2007,COD,Normal,153500
RM,1680,Reg,AllPub,Twnhs,2Story,6,5,1973,GasA,Y,SBrkr,483,504,Typ,Detchd,264,Y,2008,WD,Normal,100000
RL,9525,Reg,AllPub,1Fam,1Story,5,6,1995,GasA,Y,SBrkr,1099,0,Typ,Attchd,352,Y,2008,WD,Normal,144000
RL,11767,Reg,AllPub,1Fam,1.5Fin,5,6,1946,GasA,Y,SBrkr,768,432,Typ,Detchd,240,Y,2008,WD,Normal,130500
RH,12155,IR1,AllPub,1Fam,2Story,6,8,1925,GasA,N,SBrkr,810,672,Typ,Detchd,400,P,2008,WD,Normal,140000
RM,10440,Reg,AllPub,1Fam,2Story,5,8,1904,GasA,Y,SBrkr,958,581,Typ,Detchd,686,P,2008,WD,Normal,157500
RL,9020,Reg,AllPub,1Fam,SLvl,6,7,1966,GasA,Y,SBrkr,1165,0,Typ,Attchd,490,Y,2008,WD,Normal,174900
RL,8000,Reg,AllPub,Duplex,1Story,5,4,1961,GasA,N,SBrkr,1800,0,Typ,NA,0,Y,2007,WD,Normal,141000
RM,12665,IR1,AllPub,1Fam,1.5Fin,5,8,1915,GasA,Y,SBrkr,876,540,Typ,Detchd,720,Y,2008,WD,Normal,153900
RL,16647,IR1,AllPub,1Fam,SFoyer,5,5,1975,GasA,Y,SBrkr,1701,0,Min2,Basment,611,Y,2007,WD,Normal,171000
RL,9317,Reg,AllPub,1Fam,2Story,7,5,1993,GasA,Y,SBrkr,1006,769,Typ,Attchd,425,Y,2009,WD,Normal,213000
RL,15523,IR1,AllPub,1Fam,1Story,5,6,1972,GasA,Y,SBrkr,864,0,Typ,Attchd,338,Y,2009,WD,Normal,133500
RL,45600,IR2,AllPub,1Fam,1.5Fin,6,8,1908,GasA,Y,SBrkr,1307,1051,Typ,Detchd,360,Y,2008,WD,Normal,240000
RL,9600,Reg,AllPub,1Fam,SLvl,6,7,1976,GasA,Y,SBrkr,1094,761,Typ,Attchd,512,Y,2007,WD,Normal,187000
RM,4435,Reg,AllPub,TwnhsE,1Story,6,5,2003,GasA,Y,SBrkr,848,0,Typ,Attchd,420,Y,2007,WD,Normal,131500
RL,3196,Reg,AllPub,TwnhsE,1Story,8,5,2003,GasA,Y,SBrkr,1456,0,Typ,Attchd,400,Y,2006,WD,Normal,215000
RL,7128,Reg,AllPub,1Fam,2.5Unf,7,5,1941,GasA,Y,SBrkr,918,728,Typ,Detchd,240,Y,2007,WD,Normal,164000
RL,12095,IR1,AllPub,1Fam,SLvl,6,6,1964,GasA,Y,SBrkr,1445,0,Typ,Attchd,645,Y,2009,WD,Normal,158000
RL,17920,Reg,AllPub,1Fam,1Story,5,4,1955,GasA,Y,SBrkr,1779,0,Typ,Attchd,454,Y,2006,WD,Abnorml,170000
RL,6897,IR1,AllPub,1Fam,1Story,5,8,1962,GasA,Y,SBrkr,1040,0,Typ,Detchd,260,Y,2010,WD,Normal,127000
RL,10970,IR1,AllPub,1Fam,SLvl,6,6,1978,GasA,Y,SBrkr,1026,0,Typ,Detchd,576,Y,2008,WD,Normal,147000
RL,8125,Reg,AllPub,1Fam,2Story,6,5,1994,GasA,Y,SBrkr,702,779,Typ,Attchd,343,Y,2009,WD,Normal,174000
RL,10400,Reg,AllPub,1Fam,1Story,7,5,1976,GasA,Y,SBrkr,1370,0,Typ,Attchd,479,Y,2009,WD,Family,152000
RL,11029,IR1,AllPub,1Fam,2Story,6,7,1968,GasA,Y,SBrkr,1512,1142,Typ,Attchd,619,Y,2006,WD,Normal,250000
RL,7642,Reg,AllPub,1Fam,1.5Fin,7,8,1918,GasA,Y,SBrkr,912,514,Typ,Detchd,216,Y,2007,WD,Normal,189950
RL,11625,Reg,AllPub,2fmCon,1Story,5,4,1965,GasA,Y,SBrkr,1039,0,Typ,Attchd,504,Y,2010,WD,Normal,131500
RL,9672,Reg,AllPub,1Fam,1Story,6,5,1984,GasA,Y,SBrkr,1097,0,Typ,Attchd,480,Y,2010,WD,Normal,152000
RL,7931,Reg,AllPub,1Fam,1Story,5,5,1959,GasA,Y,SBrkr,1148,0,Typ,Attchd,672,Y,2009,WD,Normal,132500
FV,8640,Reg,AllPub,1Fam,1Story,7,5,2007,GasA,Y,SBrkr,1372,0,Typ,Attchd,529,Y,2008,New,Partial,250580
RL,8750,IR1,AllPub,1Fam,1Story,5,6,1970,GasA,Y,SBrkr,1002,0,Typ,Detchd,902,Y,2009,WD,Normal,148500
RL,10656,IR1,AllPub,1Fam,1Story,8,5,2006,GasA,Y,SBrkr,1646,0,Typ,Attchd,870,Y,2007,New,Partial,248900
RL,6970,Reg,AllPub,1Fam,1Story,4,5,1961,GasA,Y,SBrkr,1120,0,Typ,Attchd,544,Y,2007,WD,Normal,129000
RL,14762,IR2,AllPub,1Fam,2Story,5,6,1948,GasA,Y,SBrkr,1547,720,Typ,Attchd,672,P,2006,WD,Normal,169000
RL,9938,Reg,AllPub,1Fam,2Story,7,5,1993,GasA,Y,SBrkr,1062,887,Typ,Attchd,574,Y,2010,WD,Normal,236000
RL,6600,Reg,AllPub,1Fam,1Story,5,5,1962,GasA,N,SBrkr,894,0,Typ,Detchd,308,Y,2009,WD,Normal,109500
RL,8750,Reg,AllPub,1Fam,2Story,6,5,1998,GasA,Y,SBrkr,804,878,Typ,Attchd,523,Y,2010,WD,Normal,200500
RL,8892,Reg,AllPub,1Fam,1Story,5,7,1953,GasA,Y,SBrkr,910,0,Typ,Attchd,414,Y,2008,WD,Normal,116000
RL,12144,Reg,AllPub,1Fam,1Story,5,7,1949,GasA,Y,SBrkr,1036,0,Typ,Attchd,288,Y,2009,WD,Normal,133000
RM,5720,Reg,AllPub,1Fam,1.5Fin,5,6,1941,GasA,Y,SBrkr,676,455,Typ,Detchd,200,Y,2009,WD,Abnorml,66500
FV,9000,Reg,AllPub,1Fam,2Story,8,5,2007,GasA,Y,SBrkr,1184,1426,Typ,BuiltIn,550,Y,2007,New,Partial,303477
RL,25286,Reg,AllPub,1Fam,1Story,4,5,1963,GasA,Y,SBrkr,1040,0,Typ,Attchd,648,Y,2007,WD,Normal,132250
RL,8834,Reg,AllPub,1Fam,2Story,9,5,2004,GasA,Y,SBrkr,1462,762,Typ,Attchd,738,Y,2009,WD,Normal,350000
RL,11782,IR1,AllPub,1Fam,SFoyer,5,7,1961,GasA,Y,SBrkr,1155,0,Min2,Detchd,576,Y,2010,WD,Normal,148000
RL,7000,IR1,AllPub,1Fam,1Story,5,8,1978,GasA,Y,SBrkr,864,0,Typ,Attchd,336,Y,2009,WD,Normal,136500
RL,7024,Reg,AllPub,1Fam,1Story,5,5,2005,GasA,Y,SBrkr,1090,0,Typ,Attchd,450,Y,2007,WD,Normal,157000
RL,13758,IR1,AllPub,1Fam,1.5Fin,7,5,1990,GasA,Y,SBrkr,1187,530,Typ,Attchd,400,Y,2007,WD,Normal,187500
RL,9636,IR1,AllPub,1Fam,2Story,6,5,1992,GasA,Y,SBrkr,808,785,Typ,BuiltIn,389,Y,2009,WD,Normal,178000
RL,6204,Reg,AllPub,1Fam,2.5Fin,4,5,1912,GasA,N,SBrkr,954,795,Typ,Detchd,440,Y,2006,WD,Normal,118500
RL,7150,Reg,AllPub,1Fam,1Story,5,5,1967,GasA,Y,SBrkr,892,0,Typ,Attchd,288,Y,2009,WD,Normal,100000
FV,5119,IR1,AllPub,TwnhsE,1Story,9,5,1999,GasA,Y,SBrkr,1709,0,Typ,Attchd,506,Y,2008,CWD,Abnorml,328900
RL,8393,Reg,AllPub,Duplex,1Story,5,5,1959,GasA,Y,SBrkr,1712,0,Typ,Attchd,588,Y,2006,WD,Family,145000
RL,16466,IR1,AllPub,1Fam,1.5Fin,5,7,1955,GasA,Y,SBrkr,872,521,Typ,Attchd,300,Y,2008,WD,Normal,135500
RL,15865,IR1,AllPub,1Fam,1Story,8,6,1970,GasA,Y,SBrkr,2217,0,Typ,Attchd,621,Y,2007,WD,Normal,268000
RL,12160,Reg,AllPub,1Fam,1Story,6,4,1953,GasA,Y,SBrkr,1505,0,Typ,Attchd,505,Y,2009,WD,Normal,149500
RL,8064,Reg,AllPub,1Fam,1.5Fin,5,7,1949,GasA,Y,SBrkr,672,252,Typ,Detchd,576,Y,2007,WD,Normal,122900
RL,11184,Reg,AllPub,1Fam,2Story,6,5,1978,GasA,Y,SBrkr,918,765,Typ,Attchd,440,Y,2009,WD,Normal,172500
RL,8414,Reg,AllPub,1Fam,1Story,6,8,1963,GasA,Y,SBrkr,1068,0,Typ,Attchd,264,Y,2006,WD,Normal,154500
RL,13284,Reg,AllPub,1Fam,1Story,5,5,1954,GasA,Y,SBrkr,1383,0,Typ,Attchd,354,Y,2008,WD,Normal,165000
RL,7018,Reg,AllPub,Duplex,1Story,5,5,1979,GasA,Y,SBrkr,1535,0,Typ,Attchd,400,Y,2009,WD,Alloca,118858
RL,7056,Reg,AllPub,1Fam,2Story,6,5,1963,GasA,Y,SBrkr,983,813,Typ,Attchd,483,Y,2008,WD,Normal,140000
RM,8765,Reg,AllPub,1Fam,1Story,4,6,1936,GasA,N,SBrkr,951,0,Typ,Detchd,327,Y,2006,WD,Abnorml,106500
RL,7018,Reg,AllPub,Duplex,2Story,5,5,1979,GasA,Y,SBrkr,1120,1120,Typ,Detchd,528,Y,2009,WD,Alloca,142953
RL,12919,IR1,AllPub,1Fam,1Story,9,5,2009,GasA,Y,SBrkr,2364,0,Typ,Attchd,820,Y,2010,New,Partial,611657
RL,6993,Reg,AllPub,1Fam,1Story,5,7,1961,GasA,Y,SBrkr,1236,0,Typ,Attchd,288,Y,2006,WD,Normal,135000
RL,7340,IR1,AllPub,1Fam,1Story,4,6,1971,GasA,Y,SBrkr,858,0,Typ,Detchd,684,Y,2007,WD,Normal,110000
RL,8712,IR1,AllPub,1Fam,1Story,5,7,1957,GasA,Y,SBrkr,1306,0,Typ,Detchd,756,Y,2009,WD,Normal,153000
RL,7875,Reg,AllPub,1Fam,2Story,7,5,2003,GasA,Y,SBrkr,807,702,Typ,Attchd,393,Y,2006,WD,Normal,180000
RL,14859,IR1,AllPub,1Fam,1Story,7,5,2006,GasA,Y,SBrkr,1670,0,Typ,Attchd,690,Y,2006,New,Partial,240000
RL,6173,IR1,AllPub,1Fam,1Story,5,6,1967,GasA,Y,SBrkr,902,0,Typ,Attchd,288,Y,2007,WD,Normal,125500
